"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out"
535,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,3057,0,0
536,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,545,0,0
537,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,18481,0,0
538,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,21619,0,0
539,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,2672,0,0
540,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,18421,0,0
541,5,19,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,27,"13.6","2.5","0.0","1.6",6,3,2,8,1,"0.00","0.00","0.00","0.61",40,0,677026,0,0
542,5,19,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,52,0,0,0,0,0,0,0,0,0,0,0,6,"15.2","0.6","0.0","1.6",4,4,2,6,1,"0.00","0.00","0.00","0.34",40,0,27741,0,0
543,5,19,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,75,0,1,1,0,0,0,0,0,0,0,0,12,"0.0","14.5","6.0","2.0",0,2,1,3,1,"0.16","0.02","0.18","0.34",55,0,153075,0,0
544,5,19,3,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,4,"7.0","2.8","20.0","3.0",2,3,1,6,1,"0.21","0.01","0.22","0.61",55,0,10094,0,0
545,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,3966,0,0
546,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3560,0,0
547,5,19,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,4,"3.2","0.3","0.0","0.4",2,2,0,4,0,"0.00","0.00","0.00","0.27",50,0,38041,0,0
548,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,1023,0,0
549,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3600,0,0
550,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,2515,0,0
551,5,19,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.03",50,0,6137,0,0
552,5,19,3,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,6,"11.0","3.8","0.0","1.5",5,2,1,8,1,"0.00","0.01","0.01","0.61",50,0,3593,0,0
553,5,19,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,1,1,0,0,0,0,0,0,0,0,17,"20.8","18.4","2.0","4.1",0,1,1,2,1,"0.00","0.01","0.01","0.58",50,0,12617,0,0
554,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,26616,0,0
555,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,9691,0,0
556,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,2435,0,0
557,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,6320,0,0
558,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,25749,0,0
559,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,7443,0,0
560,5,19,5,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,14,1,0,0,0,0,0,0,0,0,0,0,29,"34.2","0.1","17.0","5.1",1,1,0,2,0,"0.04","0.00","0.04","0.27",55,0,21380,0,0
561,5,19,8,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,75,1,0,1,0,0,0,0,0,0,0,2,37,"34.0","11.3","26.0","7.1",0,0,0,0,1,"0.10","0.00","0.10","0.34",55,0,27150,0,0
562,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,56286,0,0
563,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,17649,0,0
564,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,20278,0,0
668,5,19,3,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,10,"15.4","31.8","0.0","4.7",3,2,1,6,1,"0.00","0.04","0.04","0.61",50,0,266288,0,0
670,5,19,8,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,4,1,31,"30.0","0.0","0.0","3.0",3,10,0,0,1,"0.00","0.00","0.00","0.61",45,0,18876,0,0
678,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,57197,0,0
683,5,19,4,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,37,0,1,0,0,0,0,0,0,0,0,0,15,"30.0","14.4","0.0","4.4",3,1,1,4,0,"0.00","0.12","0.12","0.27",40,0,69254,0,0
565,6,3,9,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,4,2,36,"30.0","0.0","0.0","3.0",1,7,0,0,1,"0.00","0.00","0.00","0.94",50,0,394152,0,0
566,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,28215,0,0
567,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,214302,0,0
568,6,3,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,"21.2","42.8","1.0","6.5",2,4,2,4,1,"0.02","0.26","0.28","0.94",55,0,2170796,0,0
569,6,3,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,22,"18.0","1.4","6.0","2.5",5,3,0,5,1,"0.00","0.02","0.02","0.94",50,0,326209,0,0
570,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,19361,0,0
571,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,8957,0,0
572,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,486,0,0
573,6,3,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,"10.0","5.8","22.0","3.8",3,2,0,3,1,"0.18","0.07","0.25","0.94",45,0,118905,0,0
574,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,87334,0,0
575,6,3,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,27,"11.6","1.0","14.0","2.7",5,4,1,6,1,"0.59","0.01","0.60","0.94",45,0,2650169,0,0
576,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,3401,0,0
577,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,12757,0,0
578,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,107600,0,0
579,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",85,0,40330,0,0
580,6,3,8,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,79,1,0,1,0,0,0,0,0,0,0,0,30,"40.4","27.1","20.0","8.8",1,1,1,3,1,"0.50","0.06","0.56","0.94",70,0,290641,0,0
581,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",70,0,35018,0,0
582,6,3,10,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,84,0,2,1,0,0,0,0,0,0,0,1,35,"45.4","74.0","11.0","13.0",0,3,1,4,1,"0.06","0.58","0.64","0.94",65,0,2398659,0,0
583,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,1733,0,0
584,6,3,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,5,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","0.1","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,13227,0,0
585,6,3,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,19,0,0,0,0,0,0,0,0,0,0,0,5,"4.8","0.8","0.0","0.6",1,1,1,3,0,"0.00","0.00","0.00","0.04",55,0,15285,0,0
586,6,3,3,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,79,0,0,1,0,0,0,0,0,0,0,0,13,"10.4","3.3","33.0","4.7",1,1,2,4,1,"0.12","0.01","0.13","0.94",55,0,14418,0,0
587,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,13158,0,0
588,6,3,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,4,"2.2","10.5","0.0","1.3",0,1,0,1,0,"0.00","0.01","0.01","0.00",55,0,3524,0,0
589,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,1915,0,0
590,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,4754,0,0
591,6,3,3,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,70,0,0,1,0,0,0,0,0,0,0,0,13,"3.6","3.0","2.0","0.9",2,5,1,8,1,"0.00","0.05","0.05","0.89",50,0,13480,0,0
592,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,1092,0,0
593,6,3,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,1,1,0,0,0,0,0,0,0,0,29,"33.2","18.7","2.0","5.4",4,4,2,10,1,"0.00","0.22","0.22","0.94",50,0,267148,0,0
594,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4196,0,0
595,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,18414,0,0
596,6,3,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,19,0,0,0,0,0,0,0,0,0,0,0,5,"2.0","0.3","6.0","0.8",1,0,1,2,0,"0.08","0.00","0.08","0.04",75,0,471372,0,0
597,6,3,13,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,71,2,0,1,0,0,0,0,0,0,0,3,61,"73.6","0.5","80.0","15.4",3,2,0,5,1,"0.78","0.01","0.79","0.89",65,0,168159,0,0
598,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,7803,0,0
599,6,3,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,76280,0,0
673,6,3,1,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,2,"0.2","0.6","0.0","0.1",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,38151,0,0
600,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,467077,0,0
601,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,57997,0,0
602,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,28199,0,0
603,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,2,"10.8","30.7","10.0","5.2",2,3,0,2,1,"0.18","0.07","0.25","0.70",45,0,766379,0,0
604,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,21358,0,0
605,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,1,0,0,0,6,"27.2","16.2","0.0","4.3",6,2,3,9,1,"0.00","0.03","0.03","0.70",45,0,31552,0,0
606,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,5344,0,0
607,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,0,"14.6","3.0","0.0","1.8",1,4,0,1,1,"0.00","0.02","0.02","0.70",45,0,11692,0,0
608,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,3366,0,0
609,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,81,0,0,0,2,0,0,0,0,0,0,0,9,"19.8","3.1","0.0","2.3",5,2,2,7,1,"0.00","0.01","0.01","0.66",45,0,12815,0,0
610,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,9,"17.8","24.7","8.0","5.1",2,7,1,3,1,"0.00","0.07","0.07","0.70",45,0,2496105,0,0
611,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,21222,0,0
612,5,17,2,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,13,"5.8","14.2","4.0","2.4",0,4,1,5,1,"0.00","0.08","0.08","0.70",60,0,110926,0,0
613,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,19,0,0,0,2,0,0,0,0,0,0,0,4,"4.2","1.3","19.0","2.5",1,0,0,1,0,"0.07","0.00","0.07","0.08",60,0,96476,0,0
614,5,17,2,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,70,0,0,0,1,0,0,0,0,0,0,0,13,"5.8","15.2","2.0","2.3",1,2,1,4,1,"0.00","0.02","0.02","0.62",60,0,38763,0,0
615,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,827,0,0
616,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,16761,0,0
617,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3419,0,0
618,5,17,2,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,70,0,0,0,1,0,0,0,0,0,0,0,13,"2.2","2.3","2.0","0.7",0,4,0,4,1,"0.02","0.03","0.05","0.62",50,0,4832,0,0
619,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3179,0,0
620,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,8852,0,0
621,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,8,0,0,0,1,0,0,0,0,0,0,0,6,"4.4","14.8","0.0","1.9",0,1,1,2,0,"0.00","0.06","0.06","0.04",45,0,26335,0,0
622,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,14232,0,0
623,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,75078,0,0
624,5,17,2,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,13,"10.6","4.3","34.0","4.9",0,6,2,8,1,"0.19","0.05","0.24","0.70",80,0,1697709,0,0
625,5,17,2,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,-1,"0.8","14.5","34.0","4.9",0,0,0,0,1,"0.13","0.08","0.21","0.70",60,0,370060,0,0
626,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,66201,0,0
659,5,17,0,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,42309,0,0
671,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,19,0,0,0,2,0,0,0,0,0,0,0,2,"0.0","0.0","8.0","0.5",0,1,0,1,0,"0.02","0.00","0.02","0.08",60,0,45673,0,0
679,5,17,1,FALSE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,0,3,0,0,0,0,0,2,0,3,"21.0","0.0","0.0","2.1",2,6,0,0,1,"0.00","0.01","0.01","0.70",45,0,31787,0,0
627,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,13614,0,0
628,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,-9,"3.6","0.0","0.0","0.4",1,5,0,0,1,"0.00","0.00","0.00","2.44",45,0,198832,0,0
629,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,76163,0,0
630,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,154364,0,0
631,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,-7,"11.8","0.3","1.0","1.3",5,2,2,7,1,"0.02","0.01","0.03","2.44",45,0,43103,0,0
632,7,13,-1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,0,4,0,0,0,1,0,0,0,-1,"9.8","5.9","0.0","1.6",2,6,3,5,1,"0.00","0.01","0.01","2.44",45,0,18592,0,0
633,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,18,0,0,0,1,0,0,0,0,0,0,0,-1,"4.4","11.1","6.0","2.2",1,2,0,1,0,"0.00","0.01","0.01","0.24",45,0,7781,0,0
634,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,5032,0,0
635,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,17,0,0,0,1,0,0,0,0,0,0,0,-1,"2.2","1.0","4.0","0.7",0,0,1,1,0,"0.00","0.00","0.00","0.24",45,0,7112,0,0
636,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4913,0,0
637,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,0,"14.6","10.8","0.0","2.5",2,4,2,4,1,"0.00","0.00","0.00","2.44",45,0,16594,0,0
638,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,72,0,0,0,3,0,0,0,0,0,0,0,2,"17.6","19.8","0.0","3.7",6,3,2,8,1,"0.00","0.14","0.14","2.20",40,0,225356,0,0
639,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,1665,0,0
